Savol;Javob1;Javob2;Javob3;Javob4
114. Хarajatlarni umumlashtirish usuli bu	?;mahsulоt tannarхi mahsulоtning alоhida qismlari yoki ularni tayyorlash jarayoni bo`yicha aniqlanadi;bunda ishlab chiqarishdan оlinadigan mahsulоtlar asоsiy, qo`shimcha va yondоshlarga bo`linadi;mahsulоtlarning bir nеcha turini bir vaqtning o`zida ishlab chiqarish sharti bilan ular tannarхini kalkulyatsiya qilish uchun qo`llaniladi;yuqоrida sanab o`tilgan usullarning har birini alоhida qo`llash imkоni bo`lmasa yoki mahsulоt tannarхini asоsli hisоbga оlish ta’minlansa, ularning bir nеchtasini o`zarо birikuvini ifоdalaydi
115. Sof foyda foyda qanday formula yordamida topiladi?;sf = yaf-dx;sf = aff+md;sf = dx+bd-ds;sf = sst-ds-bs
116. Invеstitsiоn faоliyat bu?;kapital хarajatlashining kоrхоna iqtisоdiy qudratini qaratilgan eng samarali shakllarini asоslash va raqbga chiqarish jarayonini ifоda etadi.;faоliyatning muayyan sоhasi va turiga rеal kapital o`sishiga ya’ni ishlab chiqarish vоsitalarining, mоddiy – buyum bоyliklar va zahiralar оshishiga оmil bo`luvchi хarajatlardir.;mahsulоt sоtishdan tushgan haqiqiy tushumning sоtishning zararsizligini ta’minlоvchi оstоnali tushumdan оshib kеtishini ko`rsatuvchi kattalikdir;kоrхоna ishlab chiqarishning shunday tushumi va shunday hajmi tushuniladiki, ular uchun barcha хarajatlar va kunlik fоydasini hоhlashini ta’minlaydi.
117. Statik budjet bu	?;mоliyaviy mablag`larning taхminiy manbalari va ulardan fоydalanish yo`nalishlarini bеlgilab bеrishdir;stratеgik rеjalashtirish asоsida хaridоrlar imkоniyati va mahsulоtlar hajmini e’tibоrga оlib vеrtikal hamda gоrizоntal tartibda tuziladi;kоrхоnaning budjet davridagi kapital хarajatlari va uzоq muddatli mоliyaviy qo`yilmalari rеjasi hisоblanadi;kоrхоnaning ishchan faоlligini muayyan darajasida hisоb-kitоb qilinadi. Unda darоmadlar va хarajatlar sоtishlar darajasidan kеlib chiqqan hоlda rеjalashtiriladi
118. Sоtish хarajatlari budjeti bu	?;mоliyaviy mablag`larning taхminiy manbalari va ulardan fоydalanish yo`nalishlarini bеlgilab bеrishdir;stratеgik rеjalashtirish asоsida хaridоrlar imkоniyati va mahsulоtlar hajmini e’tibоrga оlib vеrtikal hamda gоrizоntal tartibda tuziladi;kоrхоnaning budjet davridagi kapital хarajatlari va uzоq muddatli mоliyaviy qo`yilmalari rеjasi hisоblanadi;kоrхоnaning ishchan faоlligini muayyan darajasida hisоb-kitоb qilinadi
119. Zararsizlik nuqtasi dеganda ….?;bu sоtishning shunday hajmiki, unda kоrхоna na zarar ko`radi, na fоyda;хarajatlar nuqtasi;zarar tushuniladi;fоyda nuqtasi
120. Transfеrt bahо	tarzida bеlgilanishi ham mumkin?;haqiqiy tannarх + qo`shimcha fоyda;haqiqiy tannarх - qo`shimcha fоyda;haqiqiy tannarх qo`shimcha fоyda;haqiqiy tannarх / qo`shimcha fоyda
121. Yalpi foyda qanday formula yordamida topiladi?;YAF = DX+BD-BZ;YAF = AFF-DX+MD-MX;YAF = SST-IT;YAF = SST-IT+FP
122. Asosiy vositalar qanday eskiradi ?;tabiy eskirish va ma’naviy eskirishdir;jismoniy eskirish va ma’naviy eskirish;jismoniy eskirish va tabiy eskirish;ma’naviy eskirish
123. Tugatish qiymati bu-?;Asosiy vositalar butunlay yaroqsiz holga kelishi;Asosiy vositalar chiqib ketishiga doir kutilayotgan xarajat;Asosiy vositalarning foydali xizmat qilish muddati oxirida asosiy vositalarni tugatishda paydo bo’ladigan qiymatdan taxmin qilinayotgan chiqib ketish xarajatlarni ayirgandan keyingi taxmin qilinayotgan qiymatidir;Jamg’arilgan eskirish chegirilgan boshlang’ich qiymat
124. Asosiy vositalarga amortizatsiya hisoblanayotganda qaysi usulda jamg’arilgan eskirish hisobga olinmaydi?;kumulyativ;Sonlar yug’indisi;Ishlab chiqarish usuli;Kamayib boruvchi qoldiq usuli
125. Ustav kapitaliga ulush sifatida patent kiritildi;Dt0450, Kt4610;Dt0410, Kt4610;Dt0450, Kt4010;Dt0430, Kt4610
126. Agar nomoddiy aktivning xizmat muddati aniq bo’lmasa ushbu nomoddiy aktivning foydali xizmat muddati nechi yil deb olinadi?;1;3;5;7
127. Tekinga olingan nomoddiy aktivlarning kirim qilinsa qanday provodka beriladi?;Dt0410-0490,Kt 8530;Dt0410-0490,Kt 8710;Dt0110-0190,Kt 8530;Dt0410-0490,Kt 4610
128. Tayyor mahsulot deganda nimani tushinasiz?;xo’jalik yurituvchi sub’ekt ishlab chiqarish jarayonining pirovard mahsulotidir;omborga qabul qilingan materiallar;ombordagi tayyor mahsulot.;ombordagi tovarlar
129. Sotilgan tayyor mahsulotning tannarxi hisobdan chiqarildi;Dt 9110 Kt 2810;Dt 9110 Kt 2910;Dt 2830 Kt 9110;Dt 9210 Kt 2810-2830
130. Hisobning jurnal-order shaklida	tayyor mahsulotning analitik hisobi nechanchi qaydnomada yuritiladi?;15-qaydnomada;16-qaydnomada;17-qaydnomada;14-qaydnomada
131. Moliyaviy hisobotning 1-shakli qanday nomlanadi?;pul oqimi to‘g‘risida hisobot;xususiy kapital to‘g‘risida hisobot;moliyaviy natijalar to‘g‘risida hisobot;buxgalteriya balansi
132. Moliyaviy hisobotning hisobot davri nima?;1 yanvardan 31 dekabrgacha;yarim yillik davr;1 yillik davr;1 yanvardan 1 yanvargacha
133. Moliyaviy hisobot joriy yilning qaysi sanasigacha soliq organlariga taqdim etishlari shart?;15 yanvargacha;15 fevralgacha;15 martgacha;1fevralgacha
134. Moliyaviy hisobot shakllari kim tomonidan imzolanadi?;rahbar, bosh hisobchi;bosh hisobchi;rahbar;kuzatuv kengash raisi
135. Yakuniy moliyaviy natija qaysi hisobvaraqda keltirlgan?;9010;9800;9900;9100
136. Moliyaviy hosobot shakllari mustaqil ravishda qaysi idoralarga taqdim etiladi?;soliq idorasiga, statistika idorasiga;sud organiga, statistika idorasiga;bank idorasiga, statistika idorasiga;prokraturaga, soliq idorasiga
137. Tovar moddiy zaxiralarga amortizatsiya qaysi usulda hisoblanadi?;To'g'ri chiziqli usulda;Kumulyativ usulda;Kamayib boruvchi qiymat usulida;Amortizatsiya hisoblanmaydi
138. Konsignatsiyaga berilgan tovarlar nima?;Tovarni vaqtinchalik boshqa omborda saqlashimiz;Sifatsiz mahsulotni qayta ishlashga berishimiz.;Sotilmay qolgan tovarni ehtiyot qismlariga ajratish.;Texnik tekshiruvga berilgan tovarlar.
139. Omborga TMZ kirimini kim amalga oshiradi ?;firma raxbari nazorat qiladi;bosh buxgalter nazorat qiladi;marketing bo'limi nazorat qiladi;ombor mudiri nazorat qiladi
140. Ustav kapitalini buxgalteriyada hisobga olish uchun qanday hisobvaraqlar ochiladi?;8310 - «Oddiy aktsiyalar»;8310 - «Oddiy aktsiyalar»; 8320 - «Imtiyozli aktsiyalar»;8330 - «Pay va ulushlar».;8320 - «Imtiyozli aktsiyalar»; 8340 - «Pay va qo'yilmalar».;8330- «Pay va qo'yilmalar».
141.Amaldagi qonunchilikka binoan korxonada rezerv kapitali tashkil etiladi. Uning miqdori jamiyat ustav kapitalining nechi foizidan kam bo'lmasligi kerak?;15%;10%;20%;5%
142. Rezerv kapitali hisobi qanday hisobvaraqlarda yuritiladi?;8510 - «Aktivlarni qayta baholash bo'yicha tuzatishlar»; 8520 - «Rezerv kapitali»; 8530 - «Beg'araz olingan mol-mulk»;8530 - «Beg'araz olingan mol-mulk»;8520 - «Rezerv kapitali»; 8530 - «Beg'araz olingan mol-mulk»;8330 - «Pay va qo'yilmalar».
143. Uzoq muddatli moliyaviy qo'yilmalar buxgalteriya hisobining qaysi schotlarida aks ettiriladi;0900;0700;0800;0600
144. Dastgox ustav kapitaliga ulush sifatida kiritildi;Dt0130, Kt4610;Dt4610, Kt0130;Dt46I0, Kt0120;Dt0130, Kt8510
145. Ustav kapitali ro'yxatdan o'tkazildi;Dt4610,Kt8710;Dt4610,Kt8510;Dt4610,Kt8310;Dt4010,Kt8310
146. Xo‘jalik hisobining qanday turlari mavjud?;operativ, buxgalteriya, statistik;operativ, statistik;statistik, buxgalteriya;moliyaviy hisob, boshqaruv va soliq hisobi
147. Ichki axborot foydalanuvchilari talabidan kelib chiqib yuritiladigan hisob bu;boshqaruv hisobi;soliq hisobi;moliyaviy hisob;statistik hisob
148. Korxonalarda buxgalteriya hisobini kim tashkil etadi?;korxona rahbari;yuqori tashkilot buxgalteriyasi;moliya bo‘limi xodimlari;moliya vazirligi
149. Buxgalteriya hisobining usul(metod)lari to‘g‘ri keltirilgan qatorni aniqlang?;hujjatlashtirish va inventarizatsiya, baholash va kalkulyatsiya, schyotlar tizimi va ikkiyoqlama yozuv, balans va hisobot;hisoblash, hujjatlashtirish, ikkiyoqlama yozuv, baholash, kalkulyatsiya, inventarizatsiya, schyotlar tizimi, balans;umumlashtirish, hujjatlashtirish, ikkiyoqlama yozuv, baholash, kalkulyatsiya, inventarizatsiya, balans, hisobot;yig‘ma, ikkiyoqlama yozuv, baholash, kalkulyatsiya, inventarizatsiya, schyotlar tizimi, balans, hisobot
150. Balansda xo‘jalik muomalalari ta’sirida necha xil o‘zgarish sodir bo‘ladi?;4xil;2xil;5xil;8xil
151. Buxgalteriya balansining faqat passivida bo‘ladigan o‘zgarishga tegishli muomalani ko‘rsating?;xodimlarni ish haqidan daromad solig‘i ushlanmasi amalga oshirildi;hisob raqamidan soliqlar to‘landi;ta’sischilarga dividend to‘landi;tayyor mahsulot xaridorlarga jo‘natildi va puli olindi
152. Buxgalteriya balansining faqat aktiviga ta’sir qiladigan muomalani toping;asosiy ishlab chiqarishdan omborga tayyor mahsulot qabul qilindi;bankdan kredit olindi;hisob-kitob schyotidan soliqlar to‘landi;Tayyor mahsulot xaridorlarga jo‘natildi, lekin puli olinmadi
153. Schyotlar rejasiga muvofiq schyotlarni turkumlang;aktiv, passiv, kontraktiv, kontrpassiv, tranzit, balansdan tashqari schyotlar;passiv, kontraktiv, kontrpassiv, tranzit, balansdan tashqari schyotlar;tartibga soluvchi, aktiv, passiv, kontrpassiv, tranzit, balansdan tashqari schyotlar;aktiv, passiv, kontraktiv, kontrpassiv, kalkulyatsiya schyotlari, balansdan tashqari schyotlar
154. Passiv schyotlarda nimalar hisobga olinadi?;xo‘jalik mablag‘larining manbalari;xo‘jalik jarayonlari;xo‘jalik mablag‘lari;xo‘jalik mablag‘lari va manbalari
155. Balansdan tashqari schyotlar nima maqsadda qo‘llaniladi?;korxonaga tegishli bo‘lmagan vaqtinchalik mablag‘larni aks ettirish uchun;tashkilotning mol mulklarini aloxida aks ettirish uchun;tashkilotning vaqtinchalik balansidan chiqarilgan mulklar va boshqa qiymatliklar uchun;balansga kirmaydigan majburiyatlarni va mablag‘larni aks ettirish uchun
156. Buxgalteriya hisobida ikki yoqlama yozuv shartlarini aytib bering;aktiv schyot debeti va passiv schyot kreditiga bir xil summada aks ettirishdir;bir xujalik jarayoni summasi bir vaqtda bir xil summada bir schyot debeti, bir schyot kreditida aks ettitiriladi;bir schyot debet bo‘lib, ikkinchi tranzit schyot kreditlanadi;bir summa bir schyot debetiga, ikkinchi kontrpassiv schyot kreditida aks ettiriladi
157. Hisob siyosati bu;xo‘jalik yurituvchi sub’yekt moliyaviy hisobotini tayyorlash va tuzish uchun foydalanadigan;maxsus tamoyillarni, tartib va amaliy yondashuvlarni ifodalaydi;hisobni boshqarish tartibi va yuritishni ifodalaydi;buxgalteriya hisobini yo‘nalishidir;moliyaviy va boshqaruv siyosatidir
158. Buxgalteriya hisobi ob’ektlarini aniqlang?;Uzoq muddatli va joriy aktivlar, majburiyatlar, xususiy kapital, zahiralar, daromadlar va xarajatlar, foyda, zararlar hamda ularning harakati bilan bog‘liq xo‘jalik operatsiyalari;Buhgalteriya hisobida ishchi kuchini takror ishlab chiqarish, mehnat kuchini tayyorlash bilan bog’liq har hil harajatlar tasniflash;Korxonalar , tashkilotlar va muassasalar;Korxonalar , tashkilotlar va muassasalarning xo‘jalik faoliyati amalga oshirishda foydalaniladigan resurslar samarali boshqarish uchun zarur bo‘lgan axborotlarni shakllantirish
159. Buxgalteriya hisobi asosan qanday funktsiyalarni bajaradi?;Nazorat, tahliliy, mulkning butligini ta’minlash va axborot;Faqat nazorat;Axborot, Nazorat, Mulkning butligini ta’minlash;Faqat hisobot taqdim etish
160.Quyidagilardan qaysilari buxgalteriya hisobi sub’ektlari hisoblanadi?;O‘zbekiston Respublikasida ro‘yxatga olingan yuridik shaxslar, sho‘ba korxonalari, filiallari, bo‘linmalari;Filiallar, aktsionerlar, xususiy kapital, daromad va xarajatlar;O‘zbekiston Respublikasi hududida hamda undan tashqarisida joylashgan jismoniy shaxslar;Asosiy va joriy aktivlar, majburiyatlar, xususiy kapital, daromad va xarajatlar
161. Balans passivida qanday bo‘limlar bor?;O‘z mablag’lari manbai va majburiyatlar;Uzoq muddatli majburiyatlar va qisqa muddatli majburiyatlar;O‘z mablag’lari manbai va oborot aktivlari;Uzoq muddatli va joriy majburiyatlar
162. Buxgalteriya balansi necha qismdan iborat va ular qaysilar?;2ta qism: aktiv va passiv;1 ta qism: asosiy vositalar;3ta qism: asosiy vositalar, aktiv, passiv;4ta qism: aktiv, asosiy vositalar, passiv va majburiyatlar
163. Tulov topshiriqnomasi nima?;Hisob-kitob schyotidan pul oluvchining tеgishli schyotiga tеgishli	summani o’tkazib bеrish tug’risidagi korxonaning bankka bеrgan  buyrug’i;Krеditor korxonaning hisob-kitob schyotidan tеgishli schyotiga tеgishli summani o’tkazib bеrish to’g’risidag’i dеbitor korxonaning bankka bеrgan buyrug’i;Hisob-kitob schyotidan naqd pul olish to’g’risidagi to’pshiriq;Hisob - kitob schyotiga naqd pulni qabul qilib olish tug’risidagi buyruq
164.Balans aktivida mablag’lar qanaday guruhlanadi?;Joriy va uzoq muddatli aktivlar;Mablag’ turlari va joylanishi bo‘yicha;Mablag’ turlari va tashkil topish manbai bo‘yicha;Manbaning tashkil topishi va foydalanishi bo‘yicha
165. Balans passivida mablag’lar manbai qanday guruhlanadi?;O’z mablag’lari manbasi va majburiyarlar;Mablag’ turlari va joylanishi bo‘yicha;Mablag’ turlari va tashkil topish manbai bo‘yicha;Tashkil topish manbai va foydalanishi bo‘yicha
166. Buxgalteriya balansining faqat passiviga ta’sir qiladigan muomalani toping?;Taqsimlanmagan foyda hisobidan rezerv kapitaliga o’tkazildi;Hisob-kitob schotidan soliqlar to‘landi;Aktsiyadorlarga dividend to‘landi;Tayyor mahsulot haridorlarga jo‘natildi va puli olindi
167. Stanok sotib olindi, lekin puli to‘lanmadi. Ushbu muomala nechanchi tur o‘zgarishga tegishli?;3-tur;2-tur;1-tur;4-tur
168. Xo‘jalik muomalalari balansga necha xil usulda ta’sir qiladi?; 4; 2; 3; 1
169. “Hisob-kitob schotidan	kassaga pul olib kelindi” – bu xo‘jalik muomalasi ta’sirida balansda qanday o‘zgarish ro‘y beradi?;Faqat aktiv tomonda o‘zgarish ro‘y beradi va balansning umumiy summasi o‘zgarmaydi;Faqat passiv tomonda o‘zgarish ro‘y beradi;Ham aktiv, ham passiv tomon o‘zgaradi;Ham aktiv, ham passiv tomon o‘zgarib jami summa kamayadi
170.Bankdan kredit olinib, mol etkazib beruvchilardan bo‘lgan qarz to‘landi Ushbu muomala nechanchi tur o‘zgarishga tegishli?;2-tur;1-tur;3-tur;4-tur
171. Kassadan mukofot to’landi. Ushbu muomala nechanchi tur o‘zgarishga tegishli?;4-tur;2-tur;3-tur;1-tur
172. Buxgalteriya hisobi schyotlari nima?;Aktivlarning tarkibi, joylashtirilishi va shakllantirish manbalari hamda operatsiyalar bo‘yicha joriy aks ettirish, guruhlash, nazorat qilish usulidir;Aktivlar joylashtirilishi va manbalari bo‘yicha operatsiyalarni nazorat qilish usulidir;Aktivlar manbalari hamda operatsiyalar bo‘yicha joriy aks ettirish, guruhlash, nazorat qilish usulidir;Aktivlarning tarkibi, shakllantirish manbalari hamda operatsiyalar bo‘yicha joriy aks ettirish, guruhlash, nazorat qilish hamda hujjatlashtrish usulidir
173. Doimiy schyotlar deganda nimani tushunasiz?;Hisobot davri oxirida saldoga ega bo‘lib, buxgalteriya balansida aks ettiriladigan aktivlar va passivlarni hisobga oladigan schyotlar;Qoldiqqa ega bo‘ladigan balansdan tashqari schyotlar;Kontraktiv schyotlar;Hisobot davri oxirida qoldiqqa ega bo‘lmaydigan schyotlar
174. Tranzit schyotlar xususiyati nimadan iborat?;Hisobot davrining boshi va oxiriga qoldiq qolmaydigan, moliyaviy natijalarni hisobga oladigan schyotlardir;Hisobot davri oxiriga qoldiq qolmaydigan schyotlardir;Davr boshiga qoldiq qolmaydigan schyotlardir;Moliyaviy natijalarni hisobga oladigan schyotlardir
175. Aktiv schyotlarda qoldiqlar qaysi tomonda aks ettiriladi?;Debet tomonda;Kredit tomonda;Debet yoki kredit tomonda;Aktiv schyotlarda qoldiq aks ettirilmaydi
176. Hisob-kitob schyotidan pudratchilarga pul o‘tkazildi, qanday provodka beriladi?;Debet 6010 Kredit 5110;Debet 6010 Kredit 5010;Debet 5010 Kredit 6010;Debet 6110 Kredit 5110
177. Mol etkazib beruvchi va pudratchilarga to‘lanadigan qarzlar qaysi schyotda hisobga olinadi?; 6010; 4300; 5910; 6310
178. Ikkiyoqlama yozuv deganda nimani tushunasiz?;Har bir xo‘jalik operatsiyasining summasi: bir schyot debetida va ayni vaqtda o‘zaro bog‘liq bo‘lgan boshqa schyotning kreditida qayd qilinishi;Xo‘jalik muomalalarini dastlabki hujjatlarda qayd etish;Xo‘jalikda sodir bo‘lgan muomalalarni ikkita schyotning debet tomonida aks ettirish;Xo‘jalik muomalalarini bitta schyotning debetiga yozish
179. Passiv schyotlarda qoldiqlar qaysi tomonda aks ettiriladi?;Kredit tomonda;Debet yoki kredit tomonda;Debet tomonda;Passiv schyotlarda qoldiq aks ettirilmaydi
180. Buxgalteriya hisobida baholash - …?;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini pul o‘lchov birligida aks ettirish usulidir;mablag‘ va ular tashkil topish manbalari ham miqdor, ham xajm jixatdan aks ettirish usulidir;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini mehnat o‘lchov birligida aks ettirish usulidir;xo‘jalik mablag‘lari, majburiyatlar va xo‘jalik jarayonlarini natura o‘lchov birligida aks ettirish usulidir
181. Asosiy vositalarni dastabki qiymati qanday aniqlanadi?;Sotib olish shartnoma bahosi va ishga tushirish harajatlari yigindisi;Boshlang’ich qiymatdan eskirish qiymati ayrilganda;Eskirish qiymatidan boshlang’ich qiymatdan ayrilganda;Sotib olingandagi qiymati orqali
182. Kalkulyatsiya nima?;Tannarxni hisoblab topish usuli;Xarajatlarni baholash;Tayyor mahsulotning sotish bahosini aniqlash;Moliyaviy natijalarni aniqlash
183. Tranzit schotlarda hisobot yilining oxirida qoldiq qoladimi?;Qolmaydi;Qoladi;Analitik yozuvda qoladi;Sintetik yozuvda qolmaydi;
184. Asosiy xo‘jalik jarayonlari tarkibiga qanday jarayonlar kiradi?;Ta’minot, ishlab chiqarish, sotish;Ishlab chiqarish;Ta’minot;Ta’minot, sotish, hisobotlarni taqdim etish
185. ”Ustav kapitali” qanday schot?;Passiv;Aktiv;Tranzit;Kontr-passiv;
186. Sintetik schotlar qanday ma’lumotlarni beradi?;Xo‘jalik mablag‘lari va muomilalari haqida umumlashtirilgan ko‘rsatkichlarni;Natura o‘lchovidagi ma’lumotlarini;Pul o‘lchovidagi ma’lumotlarni;Mehnat o‘lchovidagi ma’lumotlarni;
187. Mol yetkazib beruvchidan xom ashyo sotib olindi, lekin puli to‘lanmadi, ushbu muomalaga qanday provodka beriladi?;Debet 1010 Kredit 6010;Debet 2010 Kredit 1010;Debet 2010 Kredit 1020;Debet 1010 Kredit 5110
188. Ish haqidan daromad solig’i ushlab qolindi?;Dt6710 Kt6410;Dt6710 Kt6510;Dt6410 Kt 5110;Dt6510 Kt5110
189. “Mahsulot yetkazib beruvchilar va pudratchilar bilan hisob-kitoblar” nechanchi schot?; 6010; 9010; 6310; 5010;
190. Asosiy ishlab chiqarishga materiallar sarflandi?;Dt 2010, Kt 1010;Dt 2010, Kt 1510;Dt 2010 , Kt 1110;Dt 2010, Kt 2310
191. Asosiy ishlab chiqarishda band ishchilarga ish haqi hisoblandi. Ushbu muomalaga qanday provodka beriladi?;Debet 2010 Kredit 6710;Debet 2010 Kredit 2310;Debet 2010 Kredit 6520;Debet 2010 Kredit 6410
192. Asosiy vositalarni sintetik hisobi qaysi schyotda aks ettiriladi?;0110-0199; 0810-0819; 0210-0299; 0310-0399
193. Asosiy vositalar qanday eskiradi?;jismoniy eskirish va ma’naviy eskirish;tabiy eskirish va ma’naviy eskirish;jismoniy eskirish va tabiy eskirish;ma’naviy eskirish
194. Moliyaviy hisobotning 1-shakli qanday nomlanadi?;buxgalteriya balansi;xususiy kapital to‘g‘risida hisobot;moliyaviy natijalar to‘g‘risida hisobot;pul oqimi to‘g‘risida hisobot
195. “Hisob-kitob schotidan	kassaga pul olib kelindi” – bu xo‘jalik muomalasi ta’sirida balansda qanday o‘zgarish ro‘y beradi?;Faqat aktiv tomonda o‘zgarish ro‘y beradi va balansning umumiy summasi o‘zgarmaydi;Faqat passiv tomonda o‘zgarish ro‘y beradi;Ham aktiv, ham passiv tomon o‘zgaradi;Ham aktiv, ham passiv tomon o‘zgarib jami summa kamayadi;
196. Moliyaviy hisobotning 2-shakli qanday nomlanadi?;buxgalteriya balansi;xususiy kapital to‘g‘risida hisobot;moliyaviy natijalar to‘g‘risida hisobot;pul oqimi to‘g‘risida hisobot
197. Moliyaviy hisobotning 4-shakli qanday nomlanadi?;buxgalteriya balansi;xususiy kapital to‘g‘risida hisobot;moliyaviy natijalar to‘g‘risida hisobot;pul oqimi to‘g‘risida hisobot
198. Moliyaviy hisobotning 5-shakli qanday nomlanadi?;buxgalteriya balansi;xususiy kapital to‘g‘risida hisobot;moliyaviy natijalar to‘g‘risida hisobot;pul oqimi to‘g‘risida hisobot
199. Moliyaviy hisobot shakllari kim tomonidan imzolanadi?;rahbar, bosh hisobchi;bosh hisobchi;Rahbar;kuzatuv kengash raisi
200. Yakuniy moliyaviy natija qaysi hisobvaraqda keltiriladi?; 9910; 9010; 9800; 9100
201. Moliyaviy hosobot shakllari mustaqil ravishda qaysi idoralarga taqdim etiladi?;soliq idorasiga, statistika idorasiga;sud organiga, statistika idorasiga;bank idorasiga, statistika idorasiga;prokraturaga, soliq idorasiga
202. Uzoq muddatli aktivlar bu ….;asosiy vositalar, nomoddiy aktivlar, uzoq muddatli investitsiyalar, kapital qo‘yilmalar, uzoq muddatli debitorlik qarzlari;moliyaviy qo‘yilmalar, kapital qo‘yilmalar, debitorlar;asosiy vositalar, nomoddiy aktivlar, investitsiyalar, pul mablag‘lari;uzoq muddatli debitorlik va kreditorlik qarzlari
203. Ish haqi depanentlandi qanday buhgalteriya pravodkasi beriladi?;Dt6720, Kt6710;Dt6711, Kt6710;Dt6710, Kt 6720;Dt6710, Kt5010
204. Asosiy vositalarni hisobini yuritishda BHMS larning qaysi biri qo'llaniladi?;5-BHMS;4-BHMS;3-BHMS;7-BHMS
205. Asosiy vositaning qoldiq qiymat qanday topiladi?;asosiy vositalarni dastlabki qiymatidan eskirish summasining ayirmasi;asosiy vositalarni bozor qiymatidan jamg'arilgan eskirishning ayirmasi;asosiy vositalarni bozor qiymatidan balans qiymatining ayirmasi;asosiy vositalarni foydali xizmat qilish muddati tugaganda
206. TMZ larni baholashdagi FIFO usuli bu?;birinchi kirim.birinchi chiqim;birinchi kirim, oxirgi chiqim;o'rtacha tortilgan usul;oxirgi kirim, birinchi chiqim
207. Inventarizatsiya jarayoni nechinchi sonli BHMS bilan tartiba solinadi?; 19; 18; 17; 21
208. O‘zbekiston Respublikasining «Buxgalteriya hisobi to‘g‘risida»gi Qonuniga muvofiq, yillik moliyaviy hisobotining 2-shakli qanday nomlanadi?;moliyaviy natijalar to‘g‘risida hisobot;xususiy kapital to‘g‘risida hisobot;asosiy vositalar harakati to‘g‘risida hisobot;pul oqimi to‘g‘risida hisobot
209. Agarda xizmat safariga berilgan bo‘nak summasi ortib qolsa nima boladi?;Kassaga qaytarib topshiriladi;Hisobdor shaxsning o‘zida qoladi;Byudjetga o‘tkaziladi;Bankka topshiriladi
210. Realizatsiya jarayoni deganda nimani tushunasiz?;Korxona tamonidan ishlab chiqarilgan mahsulot (ish,xizmat)lar boshqa korxonaga topshirilish jarayoni;Mehnat, mehnat buyumlari va mehnat vositalarining	qatnashuvi natijasida yuzaga keladigan jarayon;Korxonalarni mahsulot ishlab chiqarish uchun zarur bo‘lgan mehnat buyumlari bilan ta’minlaydigan muomalalar majmuasidir;To‘g‘ri javob yo‘q;
211. Bosh kitobga qanday vaqtlarida yozuvlar kiritiladi?;Oy yakuni bo‘yicha;Hisobot davri yakunida;Oy boshida rejaga asosan;Kvartalda bir marta
212. Moliyaviy hosobotning 4 shakli qanday nomlanadi?;xususiy kapital to‘g‘risida hisobot;moliyaviy natijalar to‘g‘risida hisobot;pul oqimi to‘g‘risida hisobot;buxgalteriya balansi
213. Buxgalteriya daftarlari qanday muddat uchun tuziladi?;Bir hisobot yili uchun;Korxonaning faolyati oxirigacha;Bir oy uchun;Olti oylik hisobot davi uchun
214. Buxgalteriya balansi uchun yillik hisobot kuni?;31 dekabr;1 yanvar;10 fevfal;15 fevral
215. Quyidagilardan qaysi bir javobda hisob registrlari turlari to‘liq berilgan?;Kitoblar, jurnallar, daftarlar, kartochkalar, varaqlar;Xujjatlar, kitoblar, jurnallar,varaqlar;Jurnallar, daftarlar, kartochkalar, varaqlar;Xujjatlar, kitoblar
216. Hisob registrlardagi xatoni tuzatish usullari?;Korrektura, qizil yozuv (storno), qo‘shimcha provodka;Korrektura, qizil yozuv, storno;Korrektura, qizil yozuv va provodka;Qo‘shimcha provodka
217. Xodimlarga ish haqi to'lash uchun naqd pul olib kelindi, qanday buhgalteriya pravodkasi beriladi?;Dt5010 Kt5110;Dt5010 Kt6710;Dt2010 Kt5110;Dt6710 Kt5110
218. Buxgalteriya hisobini informotsion texnologiyalarga asoslangan shaklda yuritish uchun nimalar zarur?;Komp’uter va maxsus buxgalteriya dasurlari;Turli xil funktsiyalarni bajaradigan kal’kulyator;Komp’uter va printer;Scaner
219. Korxona kassasida naqd pullar qancha muddatgacha saqlanishi mumkin?;3 kun;1 kun;1 oy;10 kun
220. Buxgalteriya hisobi ma’lumotlaridan foydalanuvchilarni nechta guruhga ajratish mumkin?;Ikki guruh: ichki va tashqi foydalanuvchilar;Faqat tashqi foydalanuvchilar;Faqat ichki foydalanuvchilar;Uch guruh: ichki, tashqi, davlat organlari
221. Buxgalteriya hisobi va hisobotini tashkil etish kimning zimmasiga yuklatilgan?;Sub’ektning rahbari;Korxona, muassasa va tashkilot rahbari o‘rinbosari;Korxona, muassasa va tashkilot bosh buxgalteri;Soliq inspeksiyasi
222. Korxona rahbari buxgalteriya hisobini yuritishni	professionalxizmatlar ko‘rsatuvchi tashkilotlarga topshirishi mumkinmi?;Buxgalteriya hisobi to‘g’risidagi Qonunning 11-moddasiga asosan mumkin;Buxgalteriya hisobi to‘g’risidagi Qonunning 7-moddasiga asosan mumkin emas;Soliq Kodeksiga asosan mumkin emas;Mehnat Kodeksiga asosan mumkin
223. Korxona hisob siyosatini kim ishlab chiqadi?;bosh buxgalter;Raxbar;moliya xodimlari;ma’muriyat;
