Savol;Javob1;Javob2;Javob3;Javob4
Tashqi risklarning o‘ziga xos xususiyati nimadan iborat?;moliyaviy faoliyat natijalariga ham bevosita, ham bilvosita ta’sir ko‘rsatishi mumkin;mamlakatdagi iqtisodiy holatdan kelib chiqadi va korxonalar faoliyatiga jiddiy ta’sir ko‘rsatishi mumkin.;ma’lumotlarning yetishmasligi: bozor konyunkturasining, qonunchilik, investitsiyalash va boshqalarning kutilmagan holda o‘zgarishi.;iqtisodiy nobarqarorlik tufayli yoki boshqa sabablarga ko‘ra ko‘pchilik emitent va qimmatli qog‘ozlar egalari zarar ko‘rishlari mumkin.
Halokatli risk qanday ifodalanadi?;Rhal > Rmax;RD < Rkr < Rmax ;RD<R;RD>R
O‘rganilayotgan davr ichida narxlar nechta martaga oshganligini ko‘rsatuvchi ko‘rsatkich qanday ataladi?;inflatsiya indeksi;inflatsiya riski;inflatsiya darajasi;inflatsiya nominali.
Investitsiya loyihalarini moliyalashtirishdagi risklarni yuzaga keltiruvchi ichki sabab to’g’ri keltirilgan ma’lumotni aniqlang? ;ishlab chiqarish salohiyatining yetarli emasligi;ekologik muhitning buzilishi;mamlakatda siyosiy vaziyatning o‘zgarishi;iqtisodiyotning investitsiya kiritilayotgan tarmog‘idagi shartsharoitlarning yomonlashuvi.
……………………… deganda investitsiyaviy loyihalarni amalga oshirish jarayonida rejalashtirilgan foydani olmaslik ehtimoli tushuniladi.;Investitsiya risklari;Valyuta riski ;Kredit riski ;Aktivlar riski 
Moliyaning ahvoli nimani belgilab beradi? ;Mamlakat iqtisodiyotinining ahvolini;Markazlashgan pul fondlarining hajmini;Markazlashmagan pul fondlarining hajmini;Tijorat banklari va sug’urta kompaniyalarining ahvolini
Pul siyosati orqali qanday vazifalar amalga oshiriladi? ;muomaladagi pul miqdori tovarlar massasi miqdoriga mos kelmagan sharoitda pul massasining yetmagan qismini qog’oz pullar hisobidan yoki xorijiy valyuta hisobidan to’ldirish;Byudjet defitsitini oshirish;mamlakatda xorijiy valyutaning muomalada bo’lishiga ruxsat bermaslik;Tovar ishlab chivqarishni  chegaralash
Kredit siyosati natijasida  kreditning arzonlashuvi  nimalarga olib keladi?;Takror ishlab chiqarish jarayoni subyektlari daromadlarining oshishiga;Iqtisodiyotni izdan chiqishiga;Byudjet daromadlarini  kamayishiga;Barcha javob to’g’ri
Moliya tizimining xo’jalik yurituvchi subyektlar  moliyasiga  tegishli bo’g’nilarini ko’rsating;Tijorat korxonalari moliyasi, moliyaviy vositachilar moliyasi, notijorat tashkilotlar moliyasi;Davlat moliyasi  va mahalliy moliya, ;Davlat byudjeti,  davlat krediti;Respublika va mahalliy byudjetlar
Moliyaviy oqimlarning qanday turlari mavjud? ;Byudjetli-soliqli,  tijoriy, nobyudjet moliyaviy oqimlar;Byudjetli va  byudjetsiz oqimlar;Soliqli va  kreditli;Notijorat va  tijorat 
Qaysi iqtisodchi  olimlar soliqlar hisobidan olingan davlat daromadlari barchasining unumsiz sarflanishini isbotlaganlar? ;A.Smit, U.Petti, D.Rikardo, P.Baugilber;G.Shmoller, M.Veber, A.Vagner va ;R.Slou, J.Kenrik, A.Robbins, J.Mid;G.Steyn, M.Ueydenbaum;  J.Xau, A.Uolters
Iqtisodiy  faollik  darajasining  oshishi bilan  xarajatlarning ko’payishi natijasida yuzaga  kelgan taqchillik  - bu … ;Aktiv  taqchillik ;Passiv  taqchillik ;Tarkibiy  taqchililik ;Davriy taqchililik.
Soliqlarning asosiy funksiyalarini ko’rsating.;Fiskal va iqtisodiy rag‘batlantirish;Taqsimlash va qayta taqsimlash;Taqsimlash va nazorat, ogohlantirish;Nazorat, ogohlantirish
Taqchillikni  moliyalashtirishning  inflyasiyaga olib keluvchi manbalari ;Pul emissiyasi, Markaziy bank kreditlari;Davlat mulkini xususiylashtish; Tashqi qarzlar;Davlat qimmatli qog‘ozlari va obligatsiyalari
Davlatning moliyaviy salohiyati kimlarning pul daromadlari va jamg’armalari asosida shakllanadi?;Bozor iqtisodiyoti subyektlari va aholi;Iqtisodiyotning barcha  subyektlari;Bank-kredit  va sug’urta tizimi subyektlari;Uy xo’jaliklari va xo’jalik yurituvchi subyektlar 
Xususiy xo’jalik yurituvchi subyektlar moliyaviy salohiyati nimalardan iborat?;Aylanmadan tashqari  va aylanma aktivlar;Tugallanmagan ishlab chiqarish;Pul mablag’laridan;Tugallangan ishlab chiqarish
..................... - xo’jalik yurituvchi subyektlarning real moliyaviy resurslari hisoblanadi. ;Amortizatsiya ajratmalari;Tugallanmagan ishlab chiiqarish;Dividend va foizlar;Tugallangan ishlab chiqarish
Mulkchilik shakliga ko’ra  byudjet daromadlari quyidagi ko’rinishlarda bo’lishi mumkin;Nodavlat sektordan  olinadigan daromadlar, davlat xo’jaliklaridan daromadlar, aholidan olinadigan mablag’lar;To’g’ri soliqlar, egri soliqlar, mol-mulk va resurs to’lovlari;Xo’jalik yurituvchi sub’yektlardan olinadigan daromadlar, aholidan tushumlar;byudjetning o’z daromadlari va tartibga soluvchi daromadlari
Davlat tomonidan ichki va tashqi mablag’lar qaysi maqsadlarda jalb qilinadi ;Iqtisodiyotni rivojlantirishning ustuvor yo’nalishlarini moliyalashtirish uchun;Markazlashgan investitsiyalarni  ko’paytirish uchun;Ichki bozorni himoya qilish uchun;Korxonaning moliyaviy resurslarini oshirish uchun
Joylashtirilishiga qarab davlat qarzlari  qanday qarzlarga bo’linadi? ;Davlatning ichki va tashqi qarzlari;Bozorli va bozorsiz qarzlar;Markaziy va hududiy boshqaruv organlari tomonidan joylashtiriladigan qarzlar;Moliyaviy bozorlar
Aholining shaxsiy daromadlari  qaysi ko’ratkichlar  yordamida o’lchanadi? ;Nominal daromadlar, ega bo’lingan daromadlar va real daromadlar;Hisoblangan nominal daromadlar va haqiqatda olingan  nominal daromadlar;Pul daromadlari va real daromadlar;Ega bo’lingan va real ega bo’lingan daromadlar
Asosiy ishi moliyaviy xizmatlar taqdim etish va moliyaviy mahsulotlar savdosidan iborat bo`lgan firmalar nima deyiladi?;Moliyaviy vositachilar;Moliyaviy oqim;Xalqaro firma;Xususiy firma
Moliyaviy vositachilarning asosiy tarkibini aniqlang.;Banklar, investitsion va sug`urta kompaniyalari;Korxonalar, tashkilotlar, yakka tadbirkorlar;Birjalar, aksiyadorlar, banklar;Shirkatlar, banklar, tashkilotlar
NPV – nima?;Sof joriy qiymat;Annuitet;Diskontlash;Diskont stavka
FV-  nima?;Bo`lajak qiymat;Sof joriy qiymat;Keltirilgan qiymat;Annuitet to`lov
PV-  nima?;Joriy qiymat;Bo`lajak qiymat;Sof keltirilgan qiymat;Annuitet to`lov
Moliyaviy bozorlarni belgilang;Pul bozori, kapital bozori, fond bozori, valyuta bozori;Kapital bozori, bank, fond bozori, valyuta bozori;Pul bozori, bank, kapital bozori;Qimmatli qog`ozlar, pul bozori, fond bozori
Aksiyaning turlari:;Imtiyozli, oddiy;Belgili, imtiyozli;Oddiy, belgili;uzoq va qisqa muddatli
Iqtisodiy qiymatga ega bo‘lgan barcha narsalar …... deyiladi;aktivlar;qimmatli qog`ozlar;pul;Passivlar
Quyidagilardan qaysi biri moliyaviy bozorlar tarkibiga kirmaydi?;Xo'jalik buyumlari bozori;Pul bozori ;Valyuta bozori ;Kapital bozori
Muddati bir yildan kam bo'lgan qarz majburiyatlari bozori?;Pul bozori;Kapital bozori;Yalyuta bozori;Fond bozori
Uzoq muddatli qarz majburiyatlari bozori?;Kapital bozori;Pul bozori;Yalyuta bozori;Fond bozori
…………– bu pul massasining tovar aylanmasi ehtiyojlariga nisbatan ortib ketishi natijasida pul birligining qadrsizlanishi va shunga mos ravishda tovar narxlarining o`sishidir.;Inflyatsiya;Devalivatsiya;Deflyatsiya;Monetizatsiya
Bir valyutaga nisbatan boshqa bir valyutaning bahosini o`zgarishi………………. deb ataladi.;Valyuta kursi;Valyuta sotib olinishi;Valyuta ayirboshlash;Valyuta sotuvi
Daromadi va’da qilingan daromad stavkasida beriladigan moliyaviy instrument  ko’rsatilgan javobni aniqlang.;Obligatsiya;Aksiya;Fyuchers;Forvard
Joriy qiymatni aniqlash …………… deb ataladi.;Diskontlash;Investitsiyalash;Bo`lajak qiymatni topish;Annuitet
Moliyaviy bitimlar tuzish, aktivlar va riskni almashishda foydalaniladigan bozorlar va boshqa institutlar majmuiga…………... deyiladi.   ;moliyaviy tizim;foiz stavkasi;moliyaviy boshqaruv;moliyaviy oqim
Aksiyalarni sotib olish va sotish amalga oshiriladigan bozorni aniqlang.   ;Fond bozori;Pul bozori;Valyuta bozori ;Kredit bozori
Investitsion loyihalarni amalga oshirish uchun zarur bo`lgan moliyaviy resurslarda ehtiyojlaridan daromadlari ko`proq firmalarni qanday ataymiz?;Ortiqcha mablag`ga ega bo`lgan sub`ektlar;Resurslari defitsit bo`lgan sub`ektlar;Resurslari defitsit bo`lgan obyektlar;Mustaqil firmalar
Agar muomaladagi pul miqdori tovarlar massasi miqdoriga (pulning aylanish tezligini hisobga olgan holda) mos kelmasa, u holda ...;pul massasining yetmagan qismi qog‘oz pullar (pullarning surrogati) yoki xorijiy valyuta hisobidan to‘ldiriladi (tiklanadi) ;pul massasining yetmagan qismi qog‘oz pullar (pullarning surrogati) hisobidan to‘ldiriladi (tiklanadi);pul massasining yetmagan qismi xorijiy valyuta hisobidan to‘ldiriladi (tiklanadi);pul massasining yetmagan qismi qog‘oz pullar (pullarning surrogati) yoki xorijiy valyuta hisobidan to‘ldirilishi maqsadga muvofiq emas
Moliyaviy rejalashtirishning qanday turlari bo‘lishi mumkin?;strategik moliyaviy rejalashtirish; joriy moliyaviy rejalashtirish;taktik moliyaviy rejalashtirish; joriy moliyaviy rejalashtirish;strategik moliyaviy rejalashtirish; muvozanatli moliyaviy rejalashtirish;balansli moliyaviy rejalashtirish; joriy moliyaviy rejalashtirish
Kredit siyosati natijasida  kreditning arzonlashuvi  nimalarga olib keladi?;Takror ishlab chiqarish jarayoni sub’ektlari daromadlarining oshishiga;Iqtisodiyotni izdan chiqishiga;Byudjet daromadlarini  kamayishiga;Barcha javob to’g’ri
Iqtisodiy  faollik  darajasining  oshishi bilan  xarajatlarning ko’payishi natijasida yuzaga  kelgan taqchillik  - bu … ;Aktiv  taqchillik ;Passiv  taqchillik ;Tarkibiy  taqchililik ;Davriy taqchililik.
Iqtisodiy mohiyati bo’yicha byudjet xarajatlari qanday turkumlarga bo’linadi?;Joriy va kapital xarajatlar;Markazlashtirilgan investitsiyalar, ijtimoiy soha xarajatlari;Ijtimoiy madaniy tadbirlarga xarajatlar, mudofaa, boshqarish;Mahalliy byudjet xarajatlari, Respublika byudjeti xarajatlari 
Davlatning moliyaviy salohiyati kimlarning pul daromadlari va jamg’armalari asosida shakllanadi?;Bozor iqtisodiyoti sub’yektlari va aholi;Iqtisodiyotning barcha  sub’yektlari;Bank-kredit  va sug’urta tizimi sub’yektlari;Uy xo’jaliklari va xo’jalik yurituvchi sub’yektlar 
Xususiy xo’jalik yurituvchi sub`yektlar moliyaviy salohiyati nimalardan iborat?;Aylanmadan tashqari  va aylanma aktivlar;Tugallanmagan ishlab chiqarish;Pul mablag’laridan;Tugallangan ishlab chiqarish
Byudjet kreditlarining umumiy hajmi  kim tomonidan  aniqlanadi? ;Moliya vazirligi tomonidan;Vazirlar Mahkamasi tomonidan;Markaziy bank tomonidan;Hisob palatasi tomonidan
Byudjet kreditlarining umumiy hajmi qachon aniqlanadi?;Byudjet loyihasi tayyorlanayotgan paytda;Byudjet tasdiqlanayotgan paytda;Moliya yili boshlanmasdan oldin;Byudjet loyihasi ko’rib chiqilayotgan paytda
Davlat kreditining funktsiyalarini ko’rsating ;Taqsimlash,  nazorat  va  tartibga solish;Tartibga solish, nazorat, tashkillashtirish;Nazorat, tashkillashtirish, rag’batlantirish;Tashkillashtirish, rag’batlantirish 
Joylashtirilishiga qarab davlat qarzlari  qanday qarzlarga bo’linadi? ;Davlatning ichki va tashqi qarzlari;Bozorli va bozorsiz qarzlar;Markaziy va hududiy boshqaruv organlari tomonidan joylashtiriladigan qarzlar;Moliyaviy bozorlar
Sug’urtaning funksiyalari to’g’ri ko’rsatilgan javobni ko’rsating;Sug’urta fondini tashkil etish, foydalanish bilan bog’liq funktsiya, nazorat funktsiyasi;Nazorat funksiyasi, qayta taqsimlash;Taqsimlash va qayta taqsimlash, nazorat;Sug’urta fondini tashkil etish funksiyasi, nazorat funksiyalari
Korxonani korporativ obligatsiya chiqarish orqali moliyalashtirish ...........   ............. deyiladi.;qarzli moliyalashtirish ;ulushli moliyalashtirish;aralash moliyalashtirish;imtiyozli moliyalashtirish  
Riskning funksiyalari tog‘ri berilgan javobni aniqlang. ;rag‘batlantiruvchi va himoyalovchi ;rag‘batlantiruvchi va alternativlik ;himoyalovchi va qarama-qarshilik, aralash moliyalashtirish;qarama-qarshilik va rag‘batlantiruvchi, imtiyozli moliyalashtirish  
Riskning xususiyatlar to‘g‘ri berilgan qatorni aniqlang;qarama-qarshilik, alternativlik, noaniqlik ;himoyalash, noaniqlik, alternativlik;noaniqlik, rag‘batlantiruvchilik, qarama-qarshilik;noaniqlik, baholash, alternativlik
Kredit riski, foiz riski, bozor riski qanday risk turiga mansub?;moliyaviy risk;tadbirkorlik riski ;sof risk; loyiha riski
Risklar yuzaga kelish sohasiga ko‘ra tasniflanishi qaysi javobda to‘g‘ri berilgan. ;tashqi va ichki risklar ;moliyaviy va tijorat risklar;sof va spekulativ risklar ;subyektiv va obyektiv risklar 
Riskning neoklassik nazariyasi asoschilari to‘g‘ri ko‘rsatilgan qatorni ko‘rsating. ;A.Marshall, P.Samuelson ;J.Sey, A.Pigu ;J.Mill, I.Senior ; A.Smit, D.Rikardo
……………….. – bu ishlab chiqarish va noishlab chiqarish maqsadlarida asosiy  fondlarni yaratishga yo‘naltirilgan kapital qurilish va kapital qo‘yilmalarni moliyalashtirishdir.;real investitsiyalar  ;Qarz kapitali;kapital qo’yilmalar ;Fondlar 
Investitsion loyihalarning o‘zini oqlamasligi, rentabellik darajasi qanday ko’rinishda bo’ladi;pasayadi ;ortadi;barqarorlashtiradi;Hech narsa o’zgarmaydi
Agar 10000$ pul mablag’ini yillik 18% stavka bilan 6 oy muddatga joylashtirilsa, qancha daromad olinadi?;10900$ ;11800$;11200$;10600$
Faraz qilaylik, daromadimiz 5-yildan so’ng 500mln so’m bo’lishi kerak.Yillik foiz stavka 12% boshlang’ich summa qancha bo’lishi kerak?;2835$ ;3200$;1600$;2500$
Investitsiyaga yo‘naltirilgan mablag‘ bo‘yicha 500 holatdan 100 holatda 30 ming so‘m foyda olmaslik mavjud. Bunda yo‘qotishlar oralig‘i darajasini aniqlang.;0.2 ;0.6;0.125;0.4
Investitsiyaga yo‘naltirilgan mablag‘ bo‘yicha 350 holatdan 95 holatda 15 ming so‘m foyda olmaslik mavjud. Bunda yo‘qotishlar oralig‘i darajasini aniqlang.;0,27 ;0,5;0,36;0,18
Investor sifatida yil boshida bitta aksiyani 2000 so‘mdan sotib oldingiz. Yil davomida ushbu aksiyaning narxi 2360 so‘mga ko‘tarildi. Yil oxirida aksiyalar bo‘yicha bitta aksiya uchun 300 so‘m miqdorda dividendlar to‘landi. Bir yil uchun bitta aksiyaga sarflangan kapitalning daromadlilik stavkasini aniqlang;33% ;35%;25%;18%
Investorda 10 mlrd so‘m bor va shu summani ikki yil muddatga bankka omonatga qo‘ymoqchi. Birinchi bankda omonat uchun yillik foiz stavkasi 13%ni tashkil etadi, ikkinchi bank esa birinchi yil 12%, ikkinchi yil 14% li omonatni taklif etmoqda. Bunday vaziyatda investor ulardan qaysi birini tanlaydi?;birinchi bankni;investor uchun farqi yo‘q;ikkinchi bankni;investor boshqa uchinchi bankni tanlaydi.
Mijozning kreditga layoqatliligi deganda nima tushuniladi? ;Mijozning o’z qarz majburiyatlari bo’yicha to`liq va o’z vaqtida hisoblashish qobiliyati;Kreditni o’z vaqtida qaytarish qobiliyati;Yuqori daromadga erisha olish qobiliyati;Kreditni o’z vaqtida to’lay olmaslik ehtimoli 
Quyidagilardan qaysi biri kreditga layoqatlilikni tahlil qilish vazifasiga kirmaydi? ;Keditlarning umumiy qiymatini aniqlash;Kreditga layoqatlilikni ifodalovchi ko’rsatkichlarni aniqlash;Ko’rsatkichlarni tahlil qilish (yil boshi va yil oxirini taqqoslash);Ko’rsatkichlarga ta’sir etuvchi omillarni aniqlash
Quyidagilardan qaysi javob kreditga layoqatlilikni ifodalovchi asosiy ko`rsatkich emas?;Rentabellik koeffitsienti;Qoplash koeffitsienti;Muxtoriylik koeffitsienti;Likvidlik koeffitsienti 
Kreditga layoqatlilikni ifodalovchi qo’shimcha koeffitsientga kirmaydigan ko’rsatgichni aniqlang?;Qoplash koeffitsienti;Aylanma mablag`larining aylanuvchanlik koeffitsienti  ;O’z aylanma mablag`lari mavjudligi;Foyda va rentabellik koeffitsientlari 
Qoplash koeffitsienti qanday bo’lganda mijoz kreditga layoqatli bo’ladi?;2 va undan  yuqori bo`lsa;1,5 va undan  yuqori bo`lsa;1 va undan  yuqori bo`lsa;2,5 va undan  yuqori bo`lsa
Qoplash koeffitsienti qanday bo’lganda mijoz kreditga layoqatsiz bo’ladi?;0,5 dan kam bo`lsa;0,8 dan kam bo`lsaa;0,7 dan kam bo`lsa;1,2 dan kam bo`lsa
Qoplash koeffitsienti qaysi formula orqali aniqlanadi?;Qk = QMLM / QMM;Qk = QMLM / TMZ;Qk = DQ / QMM ;Qk = JM / PM
Likvidlilik koeffitsienti bo’lganda korxona yuqori kreditga layoqatlilik darajasiga erishgan bo`ladi?;1,5 va undan yuqori bo`lsa;1,2 va undan  yuqori bo`lsa;1,3 va undan  yuqori bo`lsa;1,1 va undan  yuqori bo`lsa
Kredit tashkilotlari mijozning kreditga layoqatliligini tahlil qilishda qaysi ko’rsatkichlarni etiborga olish lozim?;Joriy aktivlar va majburiyat bo`limidagi moddalarning tarkibiy o`zgarishlarini;Joriy aktivlar va uzoq muddatli aktivlar bo`limidagi moddalarning tarkibiy o`zgarishlarini ;Uzoq muddatli aktivlar va Joriy majburiyat bo`limidagi moddalarning tarkibiy o`zgarishlarini ;Oz mablag` manbalari va Joriy majburiyatlar bo`limidagi moddalarning tarkibiy o`zgarishlarini 
Mustaqillik (Muxtoriylik) koeffitsienti …………. kredit xatari eng kam hisoblanadi?;60 % dan yuqori bo`lsa;50 % dan yuqori bo`lsa;70 % dan yuqori bo`lsa;40 % dan yuqori bo`lsa
Balans bo`yicha o`z mablag`lari manbalari summasi jami passiv summasiga bo’linib, 100 % ga ko’paytirish orqali qaysi ko’rsatkich aniqlanadi?;Muxtoriylik koeffitsienti;Likvidlik koeffitsienti ;Qoplash koeffitsienti ;Rentabellik koeffitsienti
Korxonalarning kreditga layoqatlik ko`rsatkichlari bo`yicha nechta sinfga bo`linadi?;3ta;2ta;4ta;5ta
Korxona kreditga layoqatlik ko`rsatkichlari bo`yicha qaysi sinfga kiritilsa kredit berishning imtiyozli tartibi qo’llanilishi mumkin?;1-sinfga;4-sinfga ;2-sinfga ;3-sinfga 
Kreditning qaytarilishi ustidan nazoratning qo`shimcha choralari ko`zda tutilishi kerak agar korxona kreditga layoqatlik ko`rsatkichlari bo`yicha …………….. kirsa?;2-sinfga ;1-sinfga ;3-sinfga ;Hamma javob to’g’ri
Kredit riski, foiz riski, bozor riski qanday risk turiga man’sub?;Moliyaviy risk;Tadbikorlik riski;Sof risk;Loyiha riski
Riskning neoklassik nazariyasi asoschilari to‘g‘ri ko‘rsatilgan qatorni ko‘rsating.;A.Marshal, A.Pigu.;A.Smit, D.Rikardo;J.Sey, A.Pigu;J.Mill, I.Senior;
Sotish narxi $10, o‘zgaruvchan xarajatlar esa $6. Firmaning yillik jami o‘zgarmas xarajatlari esa $100000. Kelgusi yil uchun ishlab chiqariladigan va sotiladigan mahsulot miqdorining zararsizlik nuqtasi qanday?;25000;20000;50000;35000
Kreditga layoqatlilikni ifodalovchi qo’shimcha ko`rsatkichni belgilang.;Rentabellik koeffitsienti;Muxtoriylik koeffitsienti;Qoplash koeffitsienti;Likvidlik koeffitsienti 
Kredit siyosati natijasida  kreditning arzonlashuvi  nimalarga olib keladi?;Takror ishlab chiqarish jarayoni subyektlari daromadlarining oshishiga;Iqtisodiyotni izdan chiqishiga;Byudjet daromadlarini  kamayishiga;Barcha javob to’g’ri
……..-valuta bozori ishtirokchisining chet el valutasidagi talablari uning chet el valutasidagi majburiyatlari summasiga mos (teng) bo‘lmagan holatdagi valuta mavqei. ;	 Ochiq valuta mavqei;Uzun valyura mavqei;Qisqa valyuta mavqei;To’g’ri javob yoq
Tashqi iqtisodiy faoliyat jarayonida ayirboshlash kurslarining o‘zgarishidan yoki boshqa turli valuta operatsiyalarini amalga oshirilishida yuzaga kelishi mumkin bo‘lgan yo‘qotishlar …….  ……. deyiladi. ;valuta riski;Bozor riski;Investitsiya riski;Aktivlar riski
Valuta risklari yuzaga kelishining asosiy sababi to‘g‘ri ko‘rsatilgan javobni ko‘rsating. ;	  Valuta kurslarining o‘zgarishi;AQSH dollorining beqarorligi ;Investitsion muhitni o’zgarishi ;To’g’ri javob yoq
Listing nima? ;Qimmatli qog’ozlarni birjaga qo’yish, joylashtrish yuzasidan ma’lum bir me’zonlarga asosan shakllantirilgan   ro’yxat                 ;Markazlashgan pul fondlarining hajmi;Markazlashmagan pul fondlarining hajmi;Sug’urta turi
Tizmli risk nima? ;moliya bozorining qandaydir segmentidagi inqirozli holat bilan bog’liq risk;Byudjet defitsitini oshirishiruvchi risk;mamlakatda xorijiy valyutaning muammoli riski;Tovar ishlab chiqarishni  chegaralash riski
Anderrayter bu………………………;Maxsus xizmat haqi evaziga zayom obligatsiyalari yoki aksiyalari paketini kelishilgan shartlarda bozorga joylashtirishga kafolat beruvchi shaxs yoki kompaniya;Iqtisodiyotni izdan chiqishiga olib keluvchi chora tadbirlar jamlanmasi;Byudjet daromadlarini  kamayishiga olib keluvchi iqtisodiy xato;Barcha javob to’g’ri
Anderrayting …………………………………………….. xarid qilish;Sotish maqsadida yangi emissiya qilingan qimmatli qog’ozlarni;Mahalliy moliya shartnomalarini;Davlat byudjeti diffitsitlarini;Mahalliy byudjetlar kirim-chiqimlarini
Birja kotirovkasi nima? ;Birjada sotilgan qimmatl iqog’ozlarning elon qilingan narxi;Markazlashgan pul fondlarining hajmi;Markazlashmagan pul fondlarining hajmi;Tijorat banklari va sug’urta kompaniyalarining ahvoli
Birja indekslari nima? ;Birja qimmatli qogozlarining birjadagi harakatini ifodalovchi korsatkich;Byudjet defitsitini oshirishusullari;Mamlakatda xorijiy valyutaning muomalada bo’lishiga ruxsat bermaslik qonuni;Tovar ishlab chiqarishni  chegaralash tog’risidagi akt
Tabiiy risklar… ;Kutilmagan tabiiy hodisalarni kelib chiqishi bilan bog’liq risklar;Byudjet defitsitini oshiriruvchi yoki tushiruvchi risk;Davlat muqobil riski;Tovar ishlab chivqarishni  chegaralash riski
Rossiyalik iqtisodchi G.Panova riskni qanday tariflaydi?;Risk kutilmagan hodisalar yuzaga kelganda yo’qotish xavfi yoki imkoniyatidir;Risk bu yo’qotishlar jamlanmasi;Noaniqlik;Risk bu suv ostidagi qoya
Moliyaviy risk deganda nima(lar) tushuniladi?;Moliyaviy bitimlarni amalga oshirish(bankka mablaglarni qoyish, aksiyalar muomilasi, birja faoliyati va hokazo)chogida vujudga keladigan risklar;Moliyaviy oldi sottilar bilan shugullanuvchi bozor;Birjadan tashqari holatdagi Tovar ayriboshlashlar;Tovar ishlab chiqarishni  chegaralovchi bozor taqiqlari 
Maksimal potensial zarar deganda nima(lar) tushuniladi?;Mijoz tomonidan qaytarilmagan qarzlar umumiy miqdori;Qaytarilgan qarzlar umumiy miqdori;To’liq bolmagan yani qisman qaytarilgan qarzlar miqdori;Olingan foyda miqdori
Aksiyadorlik kapitali deganda nima(lar) tushuniladi?;Muomiladagi oddiy aksiyalar hisobiga shakllantirilgan kapital bilan zaxiralarning balans qiymatlari yig’indisi ;Muomiladagi oddiy aksiyalar hisobiga shakllantirilgan kapital bilan zaxiralarning balans qiymatlari yig’indisidan kichik;Muomiladagi oddiy aksiyalar hisobiga shakllantirilgan kapital bilan zaxiralarning balans qiymatlari yig’indisidan ortiq;Muomiladagi oddiy aksiyalar hisobiga shakllantirilgan kapital bilan zaxiralarning balans qiymatlari yig’indisiga aloqador emas
Giring deganda nima(lar) tushuniladi?;Koeffitsiyent bo’lib, uning mohiyati foiz hisoblanadigan jalb qilingan kapital miqdorining aksiyadorlik kapitaliga nisbatini aniqlashdir;Moliyaviy qoyilmalarni anglatadi;Kredit riklarini anglatadi;Olingan foyda miqdori anglatadi
Jalb qilingan kapital…………………………… tashkil topadi.;Bank zayomlari, tijorat ssudalari va qarzlar majburiyatidan tashkil topadi;Kredit risklaridan tashkil topadi;Aksiyadorlik kapitalidan tashkil topadi;Barcha javoblar togri
Kapital qo‘yilmalar turlarini, investitsiya qilish uchun qimmatli qog‘ozlar turlarini noto‘g‘ri shakllantirish natijasida qanday risklar yuzaga keladi?;Selektiv risklar;Investitsion  risklar ;likvidlik  risklar;deflatsiya  risklar
Ochiq  valuta  mavqei  deb nimaga aytiladi?;valuta  bozori  ishtirokchisining  chet  el valutasidagi talablari uning chet el valutasidagi majburiyatlari summasiga mos (teng) bo‘lmagan holatdagi valuta mavqei.;valuta  bozori  ishtirokchisining  chet  el valutasidagi  talablarining  summasi  uning  chet  el  valutasidagi majburiyatlari  summasidan  ortiq  bo‘lgan holdagi  ochiq  valuta mavqei.;valuta  bozori  ishtirokchisining  chet  el valutasidagi majburiyatlarining summasi uning chet el valutasidagi talablari summasidan ortiq bo‘lgan holdagi ochiq valuta mavqei.;barcha turdagi chet el valutalari bo‘yicha ochiq valuta mavqelarining jami yig‘indisi.
Foiz stavkalari darajasiga ta’sir ko‘rsatuvchi omillar qaysilar?;Barcha javob tug’ri; Davlat siyosati;pul massasi;kelgusi inflatsiyaga nisbatan kutishlar
Moliyaviy bozor eng yuqori riskka ega bo‘lgan soha deb hisoblanadi. Undagi risklar ikkita katta guruhga bo‘linadi:; tizimli risklar , tizimsiz risklar ;Obyektiv risklar, tizimsiz risklar ;Subyektiv risk , Obyektiv risk ;Subyektiv risklar Moliyaviy risklar
Namoyon bo‘lish shakliga ko‘ra barcha turdagi risklar………..;sof risklar; spekulativ risklar;Qarama-qarshilik, spekulativ risklar;tijorat risklar; - moliyaviy risklar;Qarama-qarshilik, Noaniqlik, sof risklar
Qoplash koeffitsientiqaysi  formula orqali aniqlanadi?;Qk = QMLM / QMM;Qk = QMLM / TMZ;Qk = DQ / QMM ;Qk = JM / PM
Tashqi iqtisodiy faoliyat jarayonida ayirboshlash kurslarining o‘zgarishidan yoki boshqa turli valuta operatsiyalarini amalga oshirilishida yuzaga kelishi mumkin bo‘lgan yo‘qotishlar qanday risk hisoblanadi? ;valuta riski;Bozor riski;Investitsiya riski;Aktivlar riski
………   kompaniyalarning bozor (birja) taxminiy qiymatining prognozlarini yaratish metodologiyasini anglatadi. ;Fundamental tahlil;Texnik tahlil;Arbitraj;O’bektiv baholash 
Fundamental tahlilga taʼsir eʼtuvchi omillarni koʻrsating.;barcha javoblar toʻgʻri;turli mish-mishlar va kutilishlar;fors-major holatlari;iqtisodiy va siyosiy vaziyatlar 
…………   bu fond bozori holatini oʻrganishga qaratilgan tahlildir. Bu tahlil oʻtgan savdo narxlarini oʻrganish maqsadida, ularning kelajakdagi ehtimoliy rivojlanish yoʻnalishlarini aniqlashdan iborat.;Texnik tahlil;Psixologik tahlil;Trend tahlili ;Qimmatli qog’ozlar tahlili 
